vederböra	vb_0d_vederböra
restaurera	vb_1a_beundra
restituera	vb_1a_beundra
resumera	vb_1a_beundra
retablera	vb_1a_beundra
retardera	vb_1a_beundra
returnera	vb_1a_beundra
retuschera	vb_1a_beundra
revalvera	vb_1a_beundra
reva	vb_1a_beundra
revetera	vb_1a_beundra
revidera	vb_1a_beundra
revolutionera	vb_1a_beundra
rigga	vb_1a_beundra
rikoschettera	vb_1a_beundra
rimma	vb_1a_beundra
ritualisera	vb_1a_beundra
roa	vb_1a_beundra
robotisera	vb_1a_beundra
rockera	vb_1a_beundra
rödlista	vb_1a_beundra
romantisera	vb_1a_beundra
röntgenfotografera	vb_1a_beundra
rostbehandla	vb_1a_beundra
rotera	vb_1a_beundra
röva	vb_1a_beundra
rubricera	vb_1a_beundra
ruinera	vb_1a_beundra
russificera	vb_1a_beundra
russifiera	vb_1a_beundra
rytmisera	vb_1a_beundra
sabba	vb_1a_beundra
sabotera	vb_1a_beundra
sabrera	vb_1a_beundra
såga	vb_1a_beundra
sakerförklara	vb_1a_beundra
säkerhetskopiera	vb_1a_beundra
sakna	vb_1a_beundra
säkra	vb_1a_beundra
sakta	vb_1a_beundra
saldera	vb_1a_beundra
saligförklara	vb_1a_beundra
salutera	vb_1a_beundra
samla	vb_1a_beundra
sammanavla	vb_1a_beundra
samordna	vb_1a_beundra
samregera	vb_1a_beundra
samtaxera	vb_1a_beundra
sandblästra	vb_1a_beundra
sandpappra	vb_1a_beundra
sanera	vb_1a_beundra
sanforisera	vb_1a_beundra
sanktifiera	vb_1a_beundra
sanktionera	vb_1a_beundra
sannolikhetsberäkna	vb_1a_beundra
saponifiera	vb_1a_beundra
särbehandla	vb_1a_beundra
såtera	vb_1a_beundra
satinera	vb_1a_beundra
satisfiera	vb_1a_beundra
saturera	vb_1a_beundra
sautera	vb_1a_beundra
sauvera	vb_1a_beundra
såvera	vb_1a_beundra
scanna	vb_1a_beundra
schablonera	vb_1a_beundra
schablonisera	vb_1a_beundra
schablontaxera	vb_1a_beundra
schamponera	vb_1a_beundra
schanghaja	vb_1a_beundra
schattera	vb_1a_beundra
schematisera	vb_1a_beundra
scrolla	vb_1a_beundra
sedimentera	vb_1a_beundra
segmentera	vb_1a_beundra
segra	vb_1a_beundra
segregera	vb_1a_beundra
sekondera	vb_1a_beundra
sekularisera	vb_1a_beundra
sekundera	vb_1a_beundra
sekvensera	vb_1a_beundra
sekvestrera	vb_1a_beundra
selektera	vb_1a_beundra
semaforera	vb_1a_beundra
seminera	vb_1a_beundra
sensibilisera	vb_1a_beundra
sentera	vb_1a_beundra
separera	vb_1a_beundra
seponera	vb_1a_beundra
seriekoppla	vb_1a_beundra
serva	vb_1a_beundra
servera	vb_1a_beundra
sexdubbla	vb_1a_beundra
sexfaldiga	vb_1a_beundra
sexualisera	vb_1a_beundra
sexutnyttja	vb_1a_beundra
shamponera	vb_1a_beundra
shanghaja	vb_1a_beundra
shorta	vb_1a_beundra
shota	vb_1a_beundra
shotsa	vb_1a_beundra
shotta	vb_1a_beundra
sicka	vb_1a_beundra
sickla	vb_1a_beundra
sicksacka	vb_1a_beundra
sidnumrera	vb_1a_beundra
sigillera	vb_1a_beundra
signalera	vb_1a_beundra
signa	vb_1a_beundra
signera	vb_1a_beundra
silhuettera	vb_1a_beundra
siluettera	vb_1a_beundra
silvra	vb_1a_beundra
simplifiera	vb_1a_beundra
simulera	vb_1a_beundra
självfinansiera	vb_1a_beundra
sjanghaja	vb_1a_beundra
sjufaldiga	vb_1a_beundra
sjukdomsstämpla	vb_1a_beundra
sjukpensionera	vb_1a_beundra
sjukrapportera	vb_1a_beundra
skadereglera	vb_1a_beundra
skådespela	vb_1a_beundra
skalla	vb_1a_beundra
skalpera	vb_1a_beundra
skandalisera	vb_1a_beundra
skandera	vb_1a_beundra
skanna	vb_1a_beundra
skatta	vb_1a_beundra
skattebefria	vb_1a_beundra
skatteplanera	vb_1a_beundra
skeda	vb_1a_beundra
skenplocka	vb_1a_beundra
skeva	vb_1a_beundra
skevra	vb_1a_beundra
skikta	vb_1a_beundra
skildra	vb_1a_beundra
skimma	vb_1a_beundra
skingra	vb_1a_beundra
skissera	vb_1a_beundra
skoja	vb_1a_beundra
skola	vb_1a_beundra
skönstaxera	vb_1a_beundra
sköntaxera	vb_1a_beundra
skottskada	vb_1a_beundra
skraffera	vb_1a_beundra
skrota	vb_1a_beundra
skuldsanera	vb_1a_beundra
skulptera	vb_1a_beundra
skulpturera	vb_1a_beundra
skumma	vb_1a_beundra
skyddsimpregnera	vb_1a_beundra
slamma	vb_1a_beundra
slanga	vb_1a_beundra
slätborra	vb_1a_beundra
släthyvla	vb_1a_beundra
slavisera	vb_1a_beundra
slentrianmörka	vb_1a_beundra
slockna	vb_1a_beundra
slutbehandla	vb_1a_beundra
slutförvara	vb_1a_beundra
smöra	vb_1a_beundra
sms:a	vb_1a_beundra
SMS:a	vb_1a_beundra
smygfilma	vb_1a_beundra
smygislamisera	vb_1a_beundra
smygkolonisera	vb_1a_beundra
snabbgranska	vb_1a_beundra
snabbspola	vb_1a_beundra
snedparkera	vb_1a_beundra
snedrekrytera	vb_1a_beundra
snickra	vb_1a_beundra
snigla	vb_1a_beundra
snömula	vb_1a_beundra
snorkla	vb_1a_beundra
snorta	vb_1a_beundra
socialisera	vb_1a_beundra
sockra	vb_1a_beundra
soltorka	vb_1a_beundra
solvera	vb_1a_beundra
sömma	vb_1a_beundra
sona	vb_1a_beundra
sondera	vb_1a_beundra
sondmata	vb_1a_beundra
söndra	vb_1a_beundra
sopsortera	vb_1a_beundra
sordinera	vb_1a_beundra
sorla	vb_1a_beundra
sortera	vb_1a_beundra
soulagera	vb_1a_beundra
sovjetisera	vb_1a_beundra
sovra	vb_1a_beundra
spaljera	vb_1a_beundra
spallera	vb_1a_beundra
specialisera	vb_1a_beundra
specialtillverka	vb_1a_beundra
specificera	vb_1a_beundra
speciminera	vb_1a_beundra
spegla	vb_1a_beundra
spekulera	vb_1a_beundra
spika	vb_1a_beundra
spoliera	vb_1a_beundra
sponsorera	vb_1a_beundra
sponsra	vb_1a_beundra
sprutlackera	vb_1a_beundra
stabilisera	vb_1a_beundra
stadga	vb_1a_beundra
stadsplanera	vb_1a_beundra
staffera	vb_1a_beundra
stagnera	vb_1a_beundra
stajla	vb_1a_beundra
stalka	vb_1a_beundra
stamma	vb_1a_beundra
stämpla	vb_1a_beundra
standardisera	vb_1a_beundra
stängsla	vb_1a_beundra
stationera	vb_1a_beundra
statuera	vb_1a_beundra
stegra	vb_1a_beundra
stelna	vb_1a_beundra
stencilera	vb_1a_beundra
stenografera	vb_1a_beundra
stereofotografera	vb_1a_beundra
stereotypera	vb_1a_beundra
sterilisera	vb_1a_beundra
stigmatisera	vb_1a_beundra
stilisera	vb_1a_beundra
stimulera	vb_1a_beundra
stipendiera	vb_1a_beundra
stipulera	vb_1a_beundra
stödutfodra	vb_1a_beundra
stoffera	vb_1a_beundra
storleksordna	vb_1a_beundra
stormsäkra	vb_1a_beundra
storstäda	vb_1a_beundra
störta	vb_1a_beundra
stövla	vb_1a_beundra
stråla	vb_1a_beundra
strålbehandla	vb_1a_beundra
strålkonservera	vb_1a_beundra
stränga	vb_1a_beundra
strangulera	vb_1a_beundra
stratifiera	vb_1a_beundra
streama	vb_1a_beundra
stridsformera	vb_1a_beundra
stridsgruppera	vb_1a_beundra
strömma	vb_1a_beundra
strukturera	vb_1a_beundra
strukturrationalisera	vb_1a_beundra
studera	vb_1a_beundra
studieorientera	vb_1a_beundra
styla	vb_1a_beundra
sublimera	vb_1a_beundra
suboptimera	vb_1a_beundra
subordinera	vb_1a_beundra
subsidiera	vb_1a_beundra
subskribera	vb_1a_beundra
substantivera	vb_1a_beundra
substituera	vb_1a_beundra
subsumera	vb_1a_beundra
subtrahera	vb_1a_beundra
subventionera	vb_1a_beundra
succedera	vb_1a_beundra
suffigera	vb_1a_beundra
sufflera	vb_1a_beundra
suggerera	vb_1a_beundra
summera	vb_1a_beundra
supplera	vb_1a_beundra
supponera	vb_1a_beundra
suspendera	vb_1a_beundra
svalna	vb_1a_beundra
svartmåla	vb_1a_beundra
svartna	vb_1a_beundra
symbolisera	vb_1a_beundra
synkopera	vb_1a_beundra
synkronisera	vb_1a_beundra
syntetisera	vb_1a_beundra
syntolka	vb_1a_beundra
systematisera	vb_1a_beundra
tåa	vb_1a_beundra
tabellera	vb_1a_beundra
tabuera	vb_1a_beundra
täckdika	vb_1a_beundra
tågpendla	vb_1a_beundra
tamponera	vb_1a_beundra
tandtråda	vb_1a_beundra
tånga	vb_1a_beundra
tangera	vb_1a_beundra
tapetsera	vb_1a_beundra
tarera	vb_1a_beundra
tariffera	vb_1a_beundra
tatuera	vb_1a_beundra
tävla	vb_1a_beundra
tävlingssegla	vb_1a_beundra
taxera	vb_1a_beundra
teckna	vb_1a_beundra
teka	vb_1a_beundra
teknifiera	vb_1a_beundra
telefonera	vb_1a_beundra
telegrafera	vb_1a_beundra
televisera	vb_1a_beundra
tempera	vb_1a_beundra
temperera	vb_1a_beundra
tentera	vb_1a_beundra
terrassera	vb_1a_beundra
terrorisera	vb_1a_beundra
tesaurera	vb_1a_beundra
testamentera	vb_1a_beundra
tidsberäkna	vb_1a_beundra
tillförordna	vb_1a_beundra
tillförsäkra	vb_1a_beundra
tillkoppla	vb_1a_beundra
tillströmma	vb_1a_beundra
tilta	vb_1a_beundra
timra	vb_1a_beundra
tina	vb_1a_beundra
tiodubbla	vb_1a_beundra
tiofaldiga	vb_1a_beundra
tippa	vb_1a_beundra
titrera	vb_1a_beundra
titulera	vb_1a_beundra
tjonga	vb_1a_beundra
tjudra	vb_1a_beundra
tjugofaldiga	vb_1a_beundra
tjuvfiska	vb_1a_beundra
tjuvjaga	vb_1a_beundra
tjuvkoppla	vb_1a_beundra
tjuvlyssna	vb_1a_beundra
tjyvfiska	vb_1a_beundra
tjyvjaga	vb_1a_beundra
tjyvkoppla	vb_1a_beundra
tjyvlyssna	vb_1a_beundra
tolerera	vb_1a_beundra
tolvfaldiga	vb_1a_beundra
topsa	vb_1a_beundra
tordera	vb_1a_beundra
torktumla	vb_1a_beundra
torpedera	vb_1a_beundra
torrdestillera	vb_1a_beundra
torrfodra	vb_1a_beundra
torrschamponera	vb_1a_beundra
tortera	vb_1a_beundra
totalfinansiera	vb_1a_beundra
totalförlama	vb_1a_beundra
totalhaverera	vb_1a_beundra
totalsabba	vb_1a_beundra
totalvägra	vb_1a_beundra
touchera	vb_1a_beundra
toupera	vb_1a_beundra
träa	vb_1a_beundra
tracka	vb_1a_beundra
tradera	vb_1a_beundra
trafikera	vb_1a_beundra
trafikreglera	vb_1a_beundra
trakassera	vb_1a_beundra
traktera	vb_1a_beundra
transferera	vb_1a_beundra
transformera	vb_1a_beundra
transitera	vb_1a_beundra
transkribera	vb_1a_beundra
translitterera	vb_1a_beundra
transmittera	vb_1a_beundra
transmutera	vb_1a_beundra
transplantera	vb_1a_beundra
transponera	vb_1a_beundra
transportera	vb_1a_beundra
transumera	vb_1a_beundra
trasha	vb_1a_beundra
trassera	vb_1a_beundra
traumatisera	vb_1a_beundra
travestera	vb_1a_beundra
tredubbla	vb_1a_beundra
trefaldiga	vb_1a_beundra
trepanera	vb_1a_beundra
triangulera	vb_1a_beundra
trickfilma	vb_1a_beundra
tricksa	vb_1a_beundra
triera	vb_1a_beundra
trigga	vb_1a_beundra
trippla	vb_1a_beundra
trivialisera	vb_1a_beundra
trixa	vb_1a_beundra
tröghetsnavigera	vb_1a_beundra
tröttna	vb_1a_beundra
trumma	vb_1a_beundra
trumpeta	vb_1a_beundra
tryckimpregnera	vb_1a_beundra
tryffera	vb_1a_beundra
tumma	vb_1a_beundra
tupera	vb_1a_beundra
turnera	vb_1a_beundra
tuschera	vb_1a_beundra
tvaga	vb_1a_beundra
tvångsavvisa	vb_1a_beundra
tvångsbälta	vb_1a_beundra
tvångsförflytta	vb_1a_beundra
tvångskommendera	vb_1a_beundra
tvångsrekrytera	vb_1a_beundra
tvångstatuera	vb_1a_beundra
tvångsvårda	vb_1a_beundra
tvära	vb_1a_beundra
tvittra	vb_1a_beundra
tvivla	vb_1a_beundra
tweeta	vb_1a_beundra
twittra	vb_1a_beundra
typifiera	vb_1a_beundra
typisera	vb_1a_beundra
tyrannisera	vb_1a_beundra
ultrarapidfotografera	vb_1a_beundra
underbalansera	vb_1a_beundra
underdimensionera	vb_1a_beundra
underexponera	vb_1a_beundra
underförsäkra	vb_1a_beundra
underhandla	vb_1a_beundra
underlätta	vb_1a_beundra
underminera	vb_1a_beundra
underproducera	vb_1a_beundra
underredsbehandla	vb_1a_beundra
underskatta	vb_1a_beundra
underskruva	vb_1a_beundra
undertaxera	vb_1a_beundra
underteckna	vb_1a_beundra
undervärdera	vb_1a_beundra
undra	vb_1a_beundra
unifiera	vb_1a_beundra
uniformera	vb_1a_beundra
uppamma	vb_1a_beundra
uppassa	vb_1a_beundra
uppdatera	vb_1a_beundra
uppfodra	vb_1a_beundra
uppfordra	vb_1a_beundra
uppfostra	vb_1a_beundra
uppgradera	vb_1a_beundra
upphandla	vb_1a_beundra
uppjustera	vb_1a_beundra
upplagra	vb_1a_beundra
uppmärksamma	vb_1a_beundra
uppmuddra	vb_1a_beundra
uppmuntra	vb_1a_beundra
uppodla	vb_1a_beundra
uppoffra	vb_1a_beundra
uppräkna	vb_1a_beundra
uppreklamera	vb_1a_beundra
uppsamla	vb_1a_beundra
uppslamma	vb_1a_beundra
uppsummera	vb_1a_beundra
upptaxera	vb_1a_beundra
uppvärdera	vb_1a_beundra
uppvigla	vb_1a_beundra
uppvisa	vb_1a_beundra
urbanisera	vb_1a_beundra
urholka	vb_1a_beundra
usurpera	vb_1a_beundra
utackordera	vb_1a_beundra
utannonsera	vb_1a_beundra
utarrendera	vb_1a_beundra
utbalansera	vb_1a_beundra
utbasunera	vb_1a_beundra
utblotta	vb_1a_beundra
utbomba	vb_1a_beundra
utbrodera	vb_1a_beundra
utdebitera	vb_1a_beundra
utexaminera	vb_1a_beundra
utexperimentera	vb_1a_beundra
utfodra	vb_1a_beundra
utfordra	vb_1a_beundra
utförsäkra	vb_1a_beundra
uthamra	vb_1a_beundra
utkamma	vb_1a_beundra
utklarera	vb_1a_beundra
utkommendera	vb_1a_beundra
utkonkurrera	vb_1a_beundra
utkora	vb_1a_beundra
utkristallisera	vb_1a_beundra
utkvittera	vb_1a_beundra
utlämna	vb_1a_beundra
utlokalisera	vb_1a_beundra
utmanövrera	vb_1a_beundra
utmejsla	vb_1a_beundra
utminutera	vb_1a_beundra
utmönstra	vb_1a_beundra
utplacera	vb_1a_beundra
utplundra	vb_1a_beundra
utpostera	vb_1a_beundra
utradera	vb_1a_beundra
utrangera	vb_1a_beundra
uträtta	vb_1a_beundra
utsira	vb_1a_beundra
utslockna	vb_1a_beundra
utsöndra	vb_1a_beundra
utsortera	vb_1a_beundra
utstoffera	vb_1a_beundra
uttaxera	vb_1a_beundra
utvandra	vb_1a_beundra
utvärdera	vb_1a_beundra
utväxla	vb_1a_beundra
utveckla	vb_1a_beundra
vaccinera	vb_1a_beundra
vådaskjuta	vb_1a_beundra
vaddera	vb_1a_beundra
vädra	vb_1a_beundra
väggmontera	vb_1a_beundra
vägra	vb_1a_beundra
vakna	vb_1a_beundra
vaksinera	vb_1a_beundra
välkomna	vb_1a_beundra
vältra	vb_1a_beundra
valutera	vb_1a_beundra
valvera	vb_1a_beundra
vandalisera	vb_1a_beundra
vandra	vb_1a_beundra
vanhedra	vb_1a_beundra
vanhelga	vb_1a_beundra
vänstra	vb_1a_beundra
värdera	vb_1a_beundra
värdesäkra	vb_1a_beundra
värmebehandla	vb_1a_beundra
värmefotografera	vb_1a_beundra
värmeisolera	vb_1a_beundra
värmesterilisera	vb_1a_beundra
vårstäda	vb_1a_beundra
varudeklarera	vb_1a_beundra
vattenbomba	vb_1a_beundra
vattenkamma	vb_1a_beundra
vattna	vb_1a_beundra
vattra	vb_1a_beundra
veckla	vb_1a_beundra
velourisera	vb_1a_beundra
ventilera	vb_1a_beundra
verbalisera	vb_1a_beundra
verifiera	vb_1a_beundra
verklighetsförankra	vb_1a_beundra
versifiera	vb_1a_beundra
vevla	vb_1a_beundra
vibba	vb_1a_beundra
vicka	vb_1a_beundra
vidarebefordra	vb_1a_beundra
vidarerapportera	vb_1a_beundra
vidareutbilda	vb_1a_beundra
vidareutveckla	vb_1a_beundra
vidfoga	vb_1a_beundra
vidimera	vb_1a_beundra
vikta	vb_1a_beundra
vindicera	vb_1a_beundra
vindpollinera	vb_1a_beundra
vinstdela	vb_1a_beundra
vinstmaximera	vb_1a_beundra
vinterbada	vb_1a_beundra
vintercykla	vb_1a_beundra
visera	vb_1a_beundra
visitera	vb_1a_beundra
visualisera	vb_1a_beundra
vitalisera	vb_1a_beundra
vitaminera	vb_1a_beundra
vitaminisera	vb_1a_beundra
vitlackera	vb_1a_beundra
vitlimma	vb_1a_beundra
vitna	vb_1a_beundra
vitra	vb_1a_beundra
vittna	vb_1a_beundra
vittra	vb_1a_beundra
vokalisera	vb_1a_beundra
volta	vb_1a_beundra
vulgarisera	vb_1a_beundra
vulkanisera	vb_1a_beundra
wallraffa	vb_1a_beundra
woka	vb_1a_beundra
ytbehandla	vb_1a_beundra
yttra	vb_1a_beundra
häda	vb_1a_häda
bota	vb_1a_hitta
fiska	vb_1a_hitta
foga	vb_1a_hitta
fråga	vb_1a_hitta
hitta	vb_1a_hitta
närma	vb_1a_hitta
räkna	vb_1a_hitta
rätta	vb_1a_hitta
skada	vb_1a_hitta
skåda	vb_1a_hitta
smäda	vb_1a_hitta
stötta	vb_1a_hitta
tvista	vb_1a_hitta
klaga	vb_1a_klaga
plåga	vb_1a_klaga
predika	vb_1a_klaga
pröva	vb_1a_klaga
svara	vb_1a_klaga
vädja	vb_1a_klaga
åberopa	vb_1a_laga
absorbera	vb_1a_laga
aga	vb_1a_laga
åkalla	vb_1a_laga
åklaga	vb_1a_laga
akta	vb_1a_laga
äkta	vb_1a_laga
åla	vb_1a_laga
älga	vb_1a_laga
allmänbilda	vb_1a_laga
älta	vb_1a_laga
ämna	vb_1a_laga
anfäkta	vb_1a_laga
ånga	vb_1a_laga
anhopa	vb_1a_laga
anrätta	vb_1a_laga
anrika	vb_1a_laga
anropa	vb_1a_laga
ansa	vb_1a_laga
anskaffa	vb_1a_laga
anstifta	vb_1a_laga
anstorma	vb_1a_laga
antåga	vb_1a_laga
antasta	vb_1a_laga
anträffa	vb_1a_laga
antvarda	vb_1a_laga
ära	vb_1a_laga
ärga	vb_1a_laga
ärja	vb_1a_laga
ärna	vb_1a_laga
åsamka	vb_1a_laga
åskåda	vb_1a_laga
aska	vb_1a_laga
åska	vb_1a_laga
äska	vb_1a_laga
åstunda	vb_1a_laga
åsyfta	vb_1a_laga
åtala	vb_1a_laga
återanskaffa	vb_1a_laga
återberätta	vb_1a_laga
återflytta	vb_1a_laga
återförena	vb_1a_laga
återgälda	vb_1a_laga
återhämta	vb_1a_laga
återkalla	vb_1a_laga
återkasta	vb_1a_laga
återklinga	vb_1a_laga
återropa	vb_1a_laga
återskapa	vb_1a_laga
återstudsa	vb_1a_laga
återtåga	vb_1a_laga
återuppliva	vb_1a_laga
återupprätta	vb_1a_laga
återutstråla	vb_1a_laga
återverka	vb_1a_laga
åtgärda	vb_1a_laga
åtstrama	vb_1a_laga
avbalka	vb_1a_laga
avbeta	vb_1a_laga
avbörda	vb_1a_laga
avdunsta	vb_1a_laga
äventyra	vb_1a_laga
avfatta	vb_1a_laga
avflytta	vb_1a_laga
avfolka	vb_1a_laga
avfrosta	vb_1a_laga
avfyra	vb_1a_laga
avgärda	vb_1a_laga
avgifta	vb_1a_laga
avhämta	vb_1a_laga
avhärda	vb_1a_laga
avhösta	vb_1a_laga
avisa	vb_1a_laga
avköna	vb_1a_laga
avkorta	vb_1a_laga
avlasta	vb_1a_laga
avliva	vb_1a_laga
avlocka	vb_1a_laga
avlossa	vb_1a_laga
avlöva	vb_1a_laga
avlusa	vb_1a_laga
avluta	vb_1a_laga
avmaska	vb_1a_laga
avmasta	vb_1a_laga
avmatta	vb_1a_laga
avpressa	vb_1a_laga
avsåga	vb_1a_laga
avskärma	vb_1a_laga
avslipa	vb_1a_laga
avsluta	vb_1a_laga
avsmaka	vb_1a_laga
avsmalna	vb_1a_laga
avsnoppa	vb_1a_laga
avsomna	vb_1a_laga
avspärra	vb_1a_laga
avspisa	vb_1a_laga
avstanna	vb_1a_laga
avstava	vb_1a_laga
avstressa	vb_1a_laga
avstycka	vb_1a_laga
avsvalna	vb_1a_laga
avsyna	vb_1a_laga
avtacka	vb_1a_laga
avtåga	vb_1a_laga
avtappa	vb_1a_laga
avtrappa	vb_1a_laga
avtrubba	vb_1a_laga
avtunna	vb_1a_laga
avväpna	vb_1a_laga
avvita	vb_1a_laga
backa	vb_1a_laga
backupa	vb_1a_laga
backuppa	vb_1a_laga
bada	vb_1a_laga
badda	vb_1a_laga
bädda	vb_1a_laga
bågna	vb_1a_laga
bajsa	vb_1a_laga
baka	vb_1a_laga
bakdanta	vb_1a_laga
bala	vb_1a_laga
banda	vb_1a_laga
banka	vb_1a_laga
banna	vb_1a_laga
banta	vb_1a_laga
bärga	vb_1a_laga
barka	vb_1a_laga
barra	vb_1a_laga
basta	vb_1a_laga
baxa	vb_1a_laga
beakta	vb_1a_laga
bearbeta	vb_1a_laga
bebåda	vb_1a_laga
becka	vb_1a_laga
bedåra	vb_1a_laga
bedarra	vb_1a_laga
bedöva	vb_1a_laga
bedröva	vb_1a_laga
bedyra	vb_1a_laga
beediga	vb_1a_laga
befara	vb_1a_laga
befläcka	vb_1a_laga
befolka	vb_1a_laga
befrakta	vb_1a_laga
befrämja	vb_1a_laga
befria	vb_1a_laga
befrukta	vb_1a_laga
befrynda	vb_1a_laga
befullmäktiga	vb_1a_laga
begabba	vb_1a_laga
begagna	vb_1a_laga
begapa	vb_1a_laga
begåva	vb_1a_laga
begränsa	vb_1a_laga
begrunda	vb_1a_laga
behärska	vb_1a_laga
bejaka	vb_1a_laga
bekaja	vb_1a_laga
bekämpa	vb_1a_laga
bekika	vb_1a_laga
bekosta	vb_1a_laga
bekräfta	vb_1a_laga
bekransa	vb_1a_laga
bekriga	vb_1a_laga
belåna	vb_1a_laga
belasta	vb_1a_laga
beledsaga	vb_1a_laga
belöna	vb_1a_laga
bemanna	vb_1a_laga
benåda	vb_1a_laga
bena	vb_1a_laga
beprisa	vb_1a_laga
berätta	vb_1a_laga
berättiga	vb_1a_laga
berika	vb_1a_laga
beriktiga	vb_1a_laga
beröva	vb_1a_laga
besanna	vb_1a_laga
besiktiga	vb_1a_laga
besinna	vb_1a_laga
beskåda	vb_1a_laga
beskärma	vb_1a_laga
beskatta	vb_1a_laga
beskicka	vb_1a_laga
beslöja	vb_1a_laga
besmitta	vb_1a_laga
besolda	vb_1a_laga
bespeja	vb_1a_laga
bespisa	vb_1a_laga
bespotta	vb_1a_laga
bestorma	vb_1a_laga
bestraffa	vb_1a_laga
bestycka	vb_1a_laga
besvara	vb_1a_laga
besvära	vb_1a_laga
beta	vb_1a_laga
betinga	vb_1a_laga
betitta	vb_1a_laga
beträffa	vb_1a_laga
betrakta	vb_1a_laga
betrygga	vb_1a_laga
betsa	vb_1a_laga
betunga	vb_1a_laga
betyga	vb_1a_laga
bevaka	vb_1a_laga
bevara	vb_1a_laga
bevattna	vb_1a_laga
bevilja	vb_1a_laga
bevista	vb_1a_laga
bida	vb_1a_laga
bifoga	vb_1a_laga
bikta	vb_1a_laga
bila	vb_1a_laga
bilda	vb_1a_laga
björna	vb_1a_laga
bjussa	vb_1a_laga
bläcka	vb_1a_laga
blada	vb_1a_laga
bläda	vb_1a_laga
blanda	vb_1a_laga
blända	vb_1a_laga
blästa	vb_1a_laga
blidka	vb_1a_laga
blindpressa	vb_1a_laga
blocka	vb_1a_laga
bloga	vb_1a_laga
blogga	vb_1a_laga
blomstersmycka	vb_1a_laga
blotta	vb_1a_laga
bluffa	vb_1a_laga
blya	vb_1a_laga
bobba	vb_1a_laga
bocka	vb_1a_laga
bojkotta	vb_1a_laga
boka	vb_1a_laga
bolla	vb_1a_laga
bomba	vb_1a_laga
bomma	vb_1a_laga
bona	vb_1a_laga
bondneka	vb_1a_laga
bonga	vb_1a_laga
boota	vb_1a_laga
borda	vb_1a_laga
borga	vb_1a_laga
borra	vb_1a_laga
borsta	vb_1a_laga
bortröva	vb_1a_laga
bottenreva	vb_1a_laga
bottenskrapa	vb_1a_laga
boxa	vb_1a_laga
brädda	vb_1a_laga
bråka	vb_1a_laga
bräma	vb_1a_laga
brandhärja	vb_1a_laga
brandskatta	vb_1a_laga
brännskada	vb_1a_laga
brassa	vb_1a_laga
bredda	vb_1a_laga
briefa	vb_1a_laga
broa	vb_1a_laga
bröa	vb_1a_laga
bröda	vb_1a_laga
brodda	vb_1a_laga
bromsa	vb_1a_laga
brotscha	vb_1a_laga
bruka	vb_1a_laga
brunfärga	vb_1a_laga
bubba	vb_1a_laga
buda	vb_1a_laga
buffa	vb_1a_laga
bulta	vb_1a_laga
bunta	vb_1a_laga
burka	vb_1a_laga
buska	vb_1a_laga
bussa	vb_1a_laga
cementa	vb_1a_laga
charma	vb_1a_laga
checka	vb_1a_laga
chocka	vb_1a_laga
choka	vb_1a_laga
cleara	vb_1a_laga
däcka	vb_1a_laga
dadda	vb_1a_laga
dägga	vb_1a_laga
dagteckna	vb_1a_laga
dammtorka	vb_1a_laga
dampa	vb_1a_laga
dämpa	vb_1a_laga
dåna	vb_1a_laga
dåra	vb_1a_laga
daska	vb_1a_laga
dävna	vb_1a_laga
dejta	vb_1a_laga
dela	vb_1a_laga
dema	vb_1a_laga
designa	vb_1a_laga
dia	vb_1a_laga
digga	vb_1a_laga
dika	vb_1a_laga
dikta	vb_1a_laga
diska	vb_1a_laga
dissa	vb_1a_laga
djuploda	vb_1a_laga
döda	vb_1a_laga
donka	vb_1a_laga
dopa	vb_1a_laga
doppa	vb_1a_laga
dörja	vb_1a_laga
döva	vb_1a_laga
dragga	vb_1a_laga
dratta	vb_1a_laga
dreja	vb_1a_laga
dreva	vb_1a_laga
drilla	vb_1a_laga
droga	vb_1a_laga
dryfta	vb_1a_laga
dubba	vb_1a_laga
dubbelbeskatta	vb_1a_laga
dumpa	vb_1a_laga
dunka	vb_1a_laga
duscha	vb_1a_laga
dyrka	vb_1a_laga
efterapa	vb_1a_laga
efterbilda	vb_1a_laga
efterfråga	vb_1a_laga
efterhärma	vb_1a_laga
efterlämna	vb_1a_laga
efterlikna	vb_1a_laga
eftersträva	vb_1a_laga
eftertrakta	vb_1a_laga
egga	vb_1a_laga
ekoloda	vb_1a_laga
elda	vb_1a_laga
eldhärja	vb_1a_laga
e-maila	vb_1a_laga
enkelrikta	vb_1a_laga
enkelteckna	vb_1a_laga
ensa	vb_1a_laga
entlediga	vb_1a_laga
ertappa	vb_1a_laga
etsa	vb_1a_laga
fägna	vb_1a_laga
fålla	vb_1a_laga
falna	vb_1a_laga
falsa	vb_1a_laga
famna	vb_1a_laga
fånga	vb_1a_laga
fåra	vb_1a_laga
färga	vb_1a_laga
färja	vb_1a_laga
fasa	vb_1a_laga
faxa	vb_1a_laga
feja	vb_1a_laga
fejka	vb_1a_laga
feltolka	vb_1a_laga
fernissa	vb_1a_laga
fila	vb_1a_laga
filea	vb_1a_laga
filma	vb_1a_laga
filta	vb_1a_laga
fimpa	vb_1a_laga
finfördela	vb_1a_laga
finka	vb_1a_laga
finputsa	vb_1a_laga
finslipa	vb_1a_laga
finta	vb_1a_laga
fira	vb_1a_laga
fixa	vb_1a_laga
fjärma	vb_1a_laga
fläcka	vb_1a_laga
